itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
226012,dressing applied and dated (pacen),dressing applied and dated (pacen),chartevents,paracentesis,,checkbox,,
225501,insertion kit used (pacen),insertion kit used (pacen),chartevents,paracentesis,,checkbox,,
225503,hand cleansing prior to procedure (pacen),hand cleansing prior to procedure (pacen),chartevents,paracentesis,,checkbox,,
228187,cannulas visible,cannulas visible,chartevents,tandem heart,,checkbox,,
228196,return site observed (tandem heart),return site observed (tandem heart),chartevents,tandem heart,,checkbox,,
228188,change in blood color,change in blood color,chartevents,tandem heart,,checkbox,,
228193,oxygenator/ecmo,oxygenator/ecmo,chartevents,tandem heart,,checkbox,,
228186,access site observed (tandem heart),access site observed (tandem heart),chartevents,tandem heart,,checkbox,,
228200,vibration in line,vibration in line,chartevents,tandem heart,,checkbox,,
225701,transparent dressing applied and dated (cvl),transparent dressing applied  (cvl),chartevents,cvl insertion,,checkbox,,
228040,i was present during the above procedure and agree with the checklist (cvl),i was present during the above procedure (cvl),chartevents,cvl insertion,,checkbox,,
225702,follow-up chest x-ray ordered (cvl),follow-up chest x-ray ordered (cvl),chartevents,cvl insertion,,checkbox,,
226005,sterile field maintained throughout procedure (cvl),sterile field throughout procedure (cvl),chartevents,cvl insertion,,checkbox,,
228039,the attending/supervisor is the clinician operator (cvl),the attending/supervisor is the operator (cvl),chartevents,cvl insertion,,checkbox,,
225704,site cleaned with chloraprep(tm) (cvl),site cleaned with chloraprep(tm) (cvl),chartevents,cvl insertion,,checkbox,,
226230,attending/supervisor is clinician operator (cvl),attending/supervisor is clinician operator (cvl),chartevents,cvl insertion,,checkbox,,
226232,present during key moments and agree with checklist (cvl),present during procedure/agree w/ checklist (cvl),chartevents,cvl insertion,,checkbox,,
225705,hand cleansing prior to procedure (cvl),hand cleansing prior to procedure (cvl),chartevents,cvl insertion,,checkbox,,
225706,insertion kit used (cvl),insertion kit used (cvl),chartevents,cvl insertion,,checkbox,,
225580,is alternative vascular access present (cvl),is alternative vascular access (cvl),chartevents,cvl insertion,,checkbox,,
225700,immediate complications (cvl),immediate complications (cvl),chartevents,cvl insertion,,checkbox,,
225707,central line ordered on poe,central line ordered on poe,chartevents,cvl insertion,,checkbox,,
227813,medication bolus - adjunctive pain management,medication bolus,chartevents,pain/sedation,,checkbox,,
225486,hand cleansing prior to procedure (thcen),hand cleansing prior to procedure (thcen),chartevents,thoracentesis,,checkbox,,
225489,site cleansed with chloraprep (thcen),site cleansed with chloraprep (thcen),chartevents,thoracentesis,,checkbox,,
224506,conscious sedation (thcen),conscious sedation (thcen),chartevents,thoracentesis,,checkbox,,
225488,follow-up x-ray ordered (thcen),follow-up x-ray ordered (thcen),chartevents,thoracentesis,,checkbox,,
226009,dressing applied and dated (thcen),dressing applied and dated (thcen),chartevents,thoracentesis,,checkbox,,
228094,the attending/supervisor is the clinician operator (thcen),the attending/supervisor (thcen),chartevents,thoracentesis,,checkbox,,
228095,i was present during the above procedure and agree with the checklist (thcen),i was present during the above procedure (thcen),chartevents,thoracentesis,,checkbox,,
225485,insertion kit used (thcen),insertion kit used (thcen),chartevents,thoracentesis,,checkbox,,
225989,pericardial drain aspiration,pericardial drain aspiration,chartevents,cardiovascular,,checkbox,,
225990,pericardial drain flush,pericardial drain flush,chartevents,cardiovascular,,checkbox,,
225414,home without services,home without services,chartevents,case management,,checkbox,,
228276,fm prognosis reviewed,fm prognosis reviewed,chartevents,family mtg note,,checkbox,,
228261,fm cm consult,fm cm consult,chartevents,family mtg note,,checkbox,,
228267,fm discord noted,fm discord noted,chartevents,family mtg note,,checkbox,,
228271,fm intepreter present,fm intepreter present,chartevents,family mtg note,,checkbox,,
228283,fm sx controlled,fm sx controlled,chartevents,family mtg note,,checkbox,,
228263,fm concerns elicited,fm concerns elicited,chartevents,family mtg note,,checkbox,,
228264,fm condition rev,fm condition rev,chartevents,family mtg note,,checkbox,,
228260,fm pt preferences,fm pt preferences,chartevents,family mtg note,,checkbox,,
228265,fm prehuddle,fm prehuddle,chartevents,family mtg note,,checkbox,,
228268,fm dx reviewed,fm dx reviewed,chartevents,family mtg note,,checkbox,,
228279,fm spirit/cultural,fm spirit/cultural,chartevents,family mtg note,,checkbox,,
228282,fm sw consult,fm sw consult,chartevents,family mtg note,,checkbox,,
228273,fm measures,fm measures,chartevents,family mtg note,,checkbox,,
228270,fm icu-hosp duration,fm icu-hosp duration,chartevents,family mtg note,,checkbox,,
228277,fm pt present,fm pt present,chartevents,family mtg note,,checkbox,,
228285,fm tx/goals,fm tx/goals,chartevents,family mtg note,,checkbox,,
224490,site cleansed with chloraprep(tm) (lp),site cleansed with chloraprep(tm) (lp),chartevents,lumbar puncture,,checkbox,,
225601,hand cleansing prior to procedure (lp),hand cleansing prior to procedure (lp),chartevents,lumbar puncture,,checkbox,,
226014,dressing applied and dated (lp),dressing applied and dated (lp),chartevents,lumbar puncture,,checkbox,,
225599,insertion kit used (lp),insertion kit used (lp),chartevents,lumbar puncture,,checkbox,,
228079,i was present during the above procedure and agree with the checklist (lp),i was present during the above procedure (lp),chartevents,lumbar puncture,,checkbox,,
228078,the attending/supervisor is the clinician operator (lp),the attending/supervisor (lp),chartevents,lumbar puncture,,checkbox,,
225108,tobacco use,tobacco use,chartevents,adm history/fhpa,,checkbox,,
225124,unintentional weight loss >10 lbs.,unintentional weight loss >10 lbs.,chartevents,adm history/fhpa,,checkbox,,
225126,dialysis patient,dialysis patient,chartevents,adm history/fhpa,,checkbox,,
229685,vaulables checklist,valuables checklist,chartevents,adm history/fhpa,,checkbox,,
225076,emotional / physical / sexual harm by partner or close relation,emotional / physical / sexual harm,chartevents,adm history/fhpa,,checkbox,,
225085,post menopausal,post menopausal,chartevents,adm history/fhpa,,checkbox,,
225094,history of slips / falls,history of slips / falls,chartevents,adm history/fhpa,,checkbox,,
225105,unable to assess habits,unable to assess habits,chartevents,adm history/fhpa,,checkbox,,
225070,unable to assess psychological,unable to assess psychological,chartevents,adm history/fhpa,,checkbox,,
225078,social work consult,social work consult,chartevents,adm history/fhpa,,checkbox,,
225118,difficulty swallowing,difficulty swallowing,chartevents,adm history/fhpa,,checkbox,,
225113,currently experiencing pain,currently experiencing pain,chartevents,adm history/fhpa,,checkbox,,
225122,special diet,special diet,chartevents,adm history/fhpa,,checkbox,,
225103,intravenous  / iv access prior to admission,intravenous  / iv access prior to admission,chartevents,adm history/fhpa,,checkbox,,
225112,unable to assess pain,unable to assess pain,chartevents,adm history/fhpa,,checkbox,,
228236,insulin pump,insulin pump,chartevents,adm history/fhpa,,checkbox,,
228649,pressure ulcer present,pressure ulcer present,chartevents,adm history/fhpa,,checkbox,,
228648,home tf,home tf,chartevents,adm history/fhpa,,checkbox,,
225086,unable to assess cognitive / perceptual,unable to assess cognitive / perceptual,chartevents,adm history/fhpa,,checkbox,,
225082,pregnant,pregnant,chartevents,adm history/fhpa,,checkbox,,
225129,unable to assess teaching / learning needs,unable to assess teaching / learning needs,chartevents,adm history/fhpa,,checkbox,,
225092,self adl,self adl,chartevents,adm history/fhpa,,checkbox,,
225074,any fear in relationships,any fear in relationships,chartevents,adm history/fhpa,,checkbox,,
225106,etoh,etoh,chartevents,adm history/fhpa,,checkbox,,
225091,unable to assess activity / mobility,unable to assess activity / mobility,chartevents,adm history/fhpa,,checkbox,,
225110,recreational drug use,recreational drug use,chartevents,adm history/fhpa,,checkbox,,
225117,unable to assess nutrition / education,unable to assess nutrition / education,chartevents,adm history/fhpa,,checkbox,,
226180,sexuality / reproductive problems,sexuality / reproductive problems,chartevents,adm history/fhpa,,checkbox,,
225067,is the spokesperson the health care proxy,is the spokesperson the health care proxy,chartevents,adm history/fhpa,,checkbox,,
225133,discharge needs,discharge needs,chartevents,adm history/fhpa,,checkbox,,
225087,visual / hearing deficit,visual / hearing deficit,chartevents,adm history/fhpa,,checkbox,,
225175,see chart for initial patient assessment,see chart for initial patient assessment,chartevents,adm history/fhpa,,checkbox,,
229433,systems reviewed,systems reviewed,chartevents,md progress note,,checkbox,,
229838,other labs reviewed in omr,other labs reviewed in omr,chartevents,md progress note,,checkbox,,
229448,see emar for meds,see emar for meds,chartevents,md progress note,,checkbox,,
229839,other micro / path reviewed in omr,other micro / path reviewed in omr,chartevents,md progress note,,checkbox,,
228719,vented,vented,chartevents,md progress note,,checkbox,,
229434,unable to obtain,unable to obtain,chartevents,md progress note,,checkbox,,
229837,other imaging reviewed in omr,other imaging reviewed in omr,chartevents,md progress note,,checkbox,,
229417,myicu reviewed,my icu reviewed,chartevents,md progress note,,checkbox,,
229464,discussed on rounds,discussed on rounds,chartevents,md progress note,,checkbox,,
228491,clinical operator (gen proc),clinical operator (gen proc),chartevents,generic proc note,,checkbox,,
228492,present and agree (gen proc),present and agree (gen proc),chartevents,generic proc note,,checkbox,,
224604,thermodilution (pa line),thermodilution (pa line),chartevents,pa line insertion,,checkbox,,
228124,i was present during the above procedure and agree with the checklist (pa line),i was present for procedure (pa line),chartevents,pa line insertion,,checkbox,,
225647,pa line ordered on poe,pa line ordered on poe,chartevents,pa line insertion,,checkbox,,
225607,hand cleansing prior to procedure (pa line),hand cleansing prior (pa line),chartevents,pa line insertion,,checkbox,,
225648,follow-up x-rayordered (pa line),follow-up x-ray ordered (pa line),chartevents,pa line insertion,,checkbox,,
225646,transparent dressing applied and dated (pa line),transparent dressing applied  (pa line),chartevents,pa line insertion,,checkbox,,
225608,insertion kit used (pa line),insertion kit used (pa line),chartevents,pa line insertion,,checkbox,,
226162,sterile field maintained throughout procedure (pa line),sterile field through procedure (paline),chartevents,pa line insertion,,checkbox,,
225609,site cleaned with chloraprep(tm) (pa line),site cleaned chloraprep(tm) (pa line),chartevents,pa line insertion,,checkbox,,
224605,fick (pa line),fick (pa line),chartevents,pa line insertion,,checkbox,,
228123,the attending/supervisor is the clinical operator (pa line),the attending/supervisor (pa line),chartevents,pa line insertion,,checkbox,,
229865,no pressure injury present,no pressure injury present,chartevents,skin - assessment,,checkbox,,
224927,impaired skin odor #6,odor #6,chartevents,skin - impairment,,checkbox,,
224929,impaired skin odor #8,odor #8,chartevents,skin - impairment,,checkbox,,
228776,pressure ulcer #4- odor,pressure ulcer #4- odor,chartevents,skin - impairment,,checkbox,,
224928,impaired skin odor #7,odor #7,chartevents,skin - impairment,,checkbox,,
228778,pressure ulcer #6- odor,pressure ulcer #6- odor,chartevents,skin - impairment,,checkbox,,
228782,pressure ulcer #10- odor,pressure ulcer #10- odor,chartevents,skin - impairment,,checkbox,,
228779,pressure ulcer #7- odor,pressure ulcer #7- odor,chartevents,skin - impairment,,checkbox,,
224924,impaired skin odor #3,odor #3,chartevents,skin - impairment,,checkbox,,
228777,pressure ulcer #5- odor,pressure ulcer #5- odor,chartevents,skin - impairment,,checkbox,,
228775,pressure ulcer #3- odor,pressure ulcer #3- odor,chartevents,skin - impairment,,checkbox,,
227604,impaired skin odor #9,odor #9,chartevents,skin - impairment,,checkbox,,
224564,impaired skin odor #1,odor #1,chartevents,skin - impairment,,checkbox,,
224925,impaired skin odor #4,odor #4,chartevents,skin - impairment,,checkbox,,
228780,pressure ulcer #8- odor,pressure ulcer #8- odor,chartevents,skin - impairment,,checkbox,,
227605,impaired skin odor #10,odor #10,chartevents,skin - impairment,,checkbox,,
228781,pressure ulcer #9- odor,pressure ulcer #9- odor,chartevents,skin - impairment,,checkbox,,
228774,pressure ulcer #2- odor,pressure ulcer #2- odor,chartevents,skin - impairment,,checkbox,,
224926,impaired skin odor #5,odor #5,chartevents,skin - impairment,,checkbox,,
224923,impaired skin odor #2,odor #2,chartevents,skin - impairment,,checkbox,,
228773,pressure ulcer #1- odor,pressure ulcer #1- odor,chartevents,skin - impairment,,checkbox,,
228322,pc interpreter present,pc interpreter present,chartevents,pastoral care note,,checkbox,,
226748,apacheii-renal failure,apacheii-renal failure,chartevents,scores - apache ii,,checkbox,,
227056,thrombolytic therapy,thrombolytic therapy,chartevents,scores - apache iv,,checkbox,,
227061,ventilated at any time during icu day 1,ventilated at any time during icu day 1,chartevents,scores - apache iv,,checkbox,,
225790,site cleaned with chloraprep(tm) (picc),site cleaned with chloraprep(tm) (picc),chartevents,picc line insertion,,checkbox,,
225289,attending/supervisor is clinician operator (picc),attending/supervisor is clinician operator (picc),chartevents,picc line insertion,,checkbox,,
225287,transparent dressing applied and dated (picc),transparent dressing applied (picc),chartevents,picc line insertion,,checkbox,,
225689,insertion kit used (picc line),insertion kit used (picc line),chartevents,picc line insertion,,checkbox,,
225708,immediate complications (picc),immediate complications (picc),chartevents,picc line insertion,,checkbox,,
225283,hand cleansing prior to procedure (picc),hand cleansing prior to procedure (picc),chartevents,picc line insertion,,checkbox,,
228050,i was present during the above procedure and agree with the checklist (picc),i was present during the procedure (picc),chartevents,picc line insertion,,checkbox,,
225288,follow-up x-ray ordered (picc),follow-up x-ray ordered (picc),chartevents,picc line insertion,,checkbox,,
225284,picc ordered on poe,picc ordered on poe,chartevents,picc line insertion,,checkbox,,
226161,sterile field maintained throughout procedure (picc),sterile field throughout procedure (picc),chartevents,picc line insertion,,checkbox,,
228049,attending/supervisor is the clinical operator (picc)_new,attending/supervisor is clinical operator (picc)_n,chartevents,picc line insertion,,checkbox,,
